[pkrbot] pkrbot already available
[bot] init python=3.7.17
[bot] cwd=/home/lunaris/build/pokerbots/neuropoker
[bot] executable=/usr/bin/python3.7
[bot] sys.path[0:3]=['/home/lunaris/build/pokerbots/neuropoker', '/usr/lib/python37.zip', '/usr/lib/python3.7']
[bot] preflop decision action=CheckAction equity=0.131 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.889
[bot] preflop decision action=CallAction equity=0.300 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.889
[bot] preflop decision action=CheckAction equity=0.199 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.023
[bot] preflop decision action=FoldAction equity=0.198 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.023
[bot] preflop decision action=CheckAction equity=0.203 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.416
[bot] preflop decision action=CallAction equity=0.275 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.416
[bot] preflop decision action=CheckAction equity=0.172 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.527
[bot] preflop decision action=CallAction equity=0.420 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.527
[bot] preflop decision action=CheckAction equity=0.362 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.606
[bot] preflop decision action=FoldAction equity=0.084 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.606
[bot] preflop decision action=CallAction equity=0.319 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.606
[bot] preflop decision action=CheckAction equity=0.209 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.510
[bot] preflop decision action=FoldAction equity=0.159 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.510
[bot] preflop decision action=CallAction equity=0.361 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.510
[bot] preflop decision action=CallAction equity=0.367 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.510
[bot] preflop decision action=CheckAction equity=0.270 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.563
[bot] preflop decision action=FoldAction equity=0.127 pot_odds=0.250 continue_cost=1 pot_total=3 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.FoldAction'>, <class 'skeleton.actions.CallAction'>} bucket=check_default roll=0.563
[bot] preflop decision action=CheckAction equity=0.242 pot_odds=0.000 continue_cost=0 pot_total=4 legal={<class 'skeleton.actions.RaiseAction'>, <class 'skeleton.actions.CheckAction'>, <class 'skeleton.actions.FoldAction'>} bucket=check_default roll=0.444
